Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel,score_lesion_ajustado,score_nivel_ajustado
DUNLOP IMPACT CARBON PRO LTD AMARILLA,69.95,varlion,"negro, amarillo",3,2,0,0,3,3,2,3,hombre,0.5945945945945946,0.7894736842105264,0.5945945945945946,0.7894736842105264
RS RIALTO PRO LIGHT 2024,251.95,No data,blanco,2,2,0,1,1,2,2,2,hombre,0.3783783783783784,0.19298245614035092,0.4162162162162163,0.2
BABOLAT REVENGE WOMAN 2022,75.95,babolat,"negro, naranja",2,2,1,0,2,2,1,2,mujer,0.3783783783783784,0.35672514619883045,0.4162162162162163,0.3923976608187135
WILSON ULTRA ELITE V2 PADEL,94.95,wilson,"negro, azul",3,4,2,0,2,3,2,0,mixta,0.41621621621621624,0.5672514619883041,0.41621621621621624,0.5672514619883041
ENEBE RSX CARBON 22,120.95,enebe,"negro, rojo",2,4,0,0,2,2,1,0,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
NOX EQUATION WPT ADVANCED SERIES 23 MUJER,59.95,nox,"blanco, rosa",1,2,1,0,2,1,2,1,mujer,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
VARLION CARRERA C BLACK LTD,60.95,head,negro,2,1,1,2,1,2,1,2,mixta,0.3783783783783784,0.26315789473684215,0.4162162162162163,0.3421052631578948
HEAD EVO EXTREME 2023,284.95,varlion,gris,2,2,0,2,2,2,2,2,hombre,0.5405405405405406,0.5672514619883041,0.5405405405405406,0.5672514619883041
ADIDAS ADIPOWER MULTIWEIGHT 2023,184.6,adidas,"negro, amarillo",2,2,0,0,2,3,2,2,hombre,0.43243243243243246,0.5146198830409358,0.43243243243243246,0.5146198830409358
HEAD ZEPHYR 2023,115.95,vibor-a,No data,2,4,0,0,2,2,1,0,hombre,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
VIBOR-A BLACKHEAD CARBON 2022,95.95,head,"negro, rosa",2,1,0,0,1,1,2,2,hombre,0.16216216216216217,0.19298245614035092,0.2,0.2
HEAD SPEED MOTION 2023,129.95,head,"negro, marrón",3,1,2,0,2,2,1,3,hombre,0.4432432432432432,0.5146198830409358,0.4432432432432432,0.5146198830409358
PALA SIUX PEGASUS REVOLUTION 3K,129.95,siux,"negro, marrón",3,4,0,2,2,2,1,3,hombre,0.6216216216216217,0.6549707602339182,0.5594594594594595,0.6549707602339182
BLACK CROWN PITON ATTACK 12K PLUS,144.95,black crown,"negro, lima",0,4,0,0,2,2,2,0,hombre,0.13513513513513514,0.304093567251462,0.2,0.33450292397660825
DUNLOP INFINITY PRO G1 HL METAL,89.95,dunlop,"negro, gris",2,2,0,2,2,2,1,2,hombre,0.5405405405405406,0.49707602339181295,0.5405405405405406,0.49707602339181295
VIBORA LETHAL HYBRID,84.95,vibor-a,"negro, gold",3,4,0,0,2,0,1,0,hombre,0.24324324324324326,0.4093567251461989,0.31621621621621626,0.4093567251461989
ROYAL PADEL 790 WHIP HYBRID,161.95,royal padel,"negro, azul, rojo",2,0,1,0,2,0,0,0,hombre,0.08108108108108109,0.32163742690058483,0.2,0.35380116959064334
DUNLOP INFERNO ELITE LT G1 HL AZUL NARANJA,89.95,dunlop,"negro, naranja, azul",2,2,0,0,2,2,1,0,mixta,0.2972972972972973,0.32163742690058483,0.38648648648648654,0.35380116959064334
VARLION LW HEXAGON 8.8 2023,89.95,varlion,"azul, verde",1,4,2,0,1,1,2,1,mixta,0.14594594594594595,0.07017543859649124,0.2,0.2
LEGEND ODYSSEY 2.0,59.95,No data,"negro, azul",2,4,0,1,1,0,1,2,hombre,0.24324324324324326,0.12280701754385967,0.31621621621621626,0.2
PALA SIUX OPTIMUS 5 AIR,49.95,siux,"negro, azul",2,4,1,0,1,0,2,2,mujer,0.24324324324324326,0.19298245614035092,0.31621621621621626,0.2
BULLPADEL NEURON MASTER FINAL 2023,223.95,bullpadel,No data,2,2,0,0,3,0,1,2,hombre,0.32432432432432434,0.4736842105263159,0.35675675675675683,0.4736842105263159
RS PADEL PRO EDITION CAYETANO ROCAFORT,124.95,No data,"negro, gold",0,2,0,0,2,0,2,0,hombre,0.16216216216216217,0.304093567251462,0.2,0.33450292397660825
WILSON BELA LT PADEL 2,132.95,wilson,"negro, rojo",3,4,0,0,2,3,1,0,mixta,0.35135135135135137,0.49707602339181295,0.38648648648648654,0.49707602339181295
STAR VIE TITANIA KEPLER PRO,69.95,No data,"negro, azul, rojo",2,2,0,0,3,1,2,0,mixta,0.24324324324324326,0.5087719298245614,0.31621621621621626,0.5087719298245614
HEAD EXTREME MOTION 2023,168.95,head,verde,3,1,2,2,2,3,2,3,mixta,0.6594594594594595,0.8128654970760234,0.5935135135135136,0.8128654970760234
DROP SHOT TOP GUN,88.95,drop shot,"negro, verde",2,4,0,0,1,0,2,0,mixta,0.16216216216216217,0.1578947368421053,0.2,0.2
RS PADEL COBRA EDITION NEGRO ROSA MUJER,89.95,No data,"negro, rosa",2,4,1,0,1,1,2,0,mujer,0.16216216216216217,0.1578947368421053,0.2,0.2
STAR VIE METHEORA WARRIOR 2022,119.95,No data,No data,2,4,0,0,2,1,2,0,hombre,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
WINGPADEL AIR COMBAT BLACK ATTACK 4.0,49.95,wingpadel,"negro, plateado",0,2,0,2,2,3,1,3,hombre,0.5945945945945946,0.5672514619883041,0.5945945945945946,0.5672514619883041
HEAD ZEPHYR UL 2023 225053,71.95,head,"negro, amarillo",2,1,0,0,1,1,2,2,hombre,0.16216216216216217,0.19298245614035092,0.2,0.2
DUNLOP INFERNO ELITE LT G1 HL NARANJA AZUL,89.95,siux,"negro, azul",2,4,1,0,2,1,1,0,hombre,0.16216216216216217,0.32163742690058483,0.2,0.35380116959064334
SIUX SX6,65.95,dunlop,"negro, naranja, azul",2,2,0,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
BULLPADEL X COMPACT 2 LTD PLATA,49.95,bullpadel,"negro, plateado",1,4,1,0,2,1,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
DUNLOP SONIC SOFT,59.95,dunlop,"negro, azul",2,4,0,0,1,2,1,0,mixta,0.21621621621621623,0.08771929824561406,0.2810810810810811,0.2
PALA SIUX TSUNAMI REVOLUTION,84.95,siux,"negro, rojo",2,4,0,0,2,0,1,1,hombre,0.16216216216216217,0.32163742690058483,0.2,0.35380116959064334
WILSON PRO STAFF SPEED,39.95,wilson,naranja,2,2,1,1,1,2,1,2,hombre,0.3783783783783784,0.12280701754385967,0.4162162162162163,0.2
ADIDAS MATCH 3.2 2023,41.95,adidas,"negro, blanco, azul",2,4,1,0,1,2,1,2,hombre,0.2972972972972973,0.12280701754385967,0.38648648648648654,0.2
NOX AT10 GENIUS HARD AGUSTÍN TAPIA 2022,149.95,nox,No data,2,2,0,0,3,2,2,0,hombre,0.2972972972972973,0.5087719298245614,0.38648648648648654,0.5087719298245614
ADIDAS METALBONE TEAM 3.3 2024,136.95,adidas,"negro, rojo",3,4,1,1,2,3,2,3,hombre,0.5135135135135136,0.6725146198830411,0.5135135135135136,0.6725146198830411
WILSON BLADE TOUR V2,124.95,wilson,"negro, lima",2,3,0,0,2,2,2,0,hombre,0.4594594594594595,0.3918128654970761,0.4594594594594595,0.43099415204678376
HEAD DELTA ELITE 2022,94.95,head,No data,3,1,1,0,1,3,1,0,mixta,0.2702702702702703,0.26315789473684215,0.35135135135135137,0.3421052631578948
PACK BULLPADEL VERTEX 03 23 MAN,174.95,bullpadel,No data,2,2,0,2,3,3,2,1,mujer,0.5135135135135136,0.736842105263158,0.5135135135135136,0.736842105263158
PACK BULLPADEL VERTEX 03 WOMAN,132.95,bullpadel,negro,3,2,0,2,2,3,2,3,hombre,0.7567567567567568,0.8128654970760234,0.6054054054054054,0.8128654970760234
BABOLAT REVEAL 2022,71.95,babolat,verde,1,2,0,2,1,1,1,2,mixta,0.40540540540540543,0.17543859649122812,0.40540540540540543,0.2
MYSTICA LEGACY CARBON ATTACK RED 2024,83.95,No data,negro,3,2,0,3,2,3,0,3,mixta,0.8378378378378379,0.8128654970760234,0.6702702702702704,0.8128654970760234
PALA SIUX VIKING IV,59.95,siux,"negro, verde",2,4,1,0,1,0,1,0,hombre,0.16216216216216217,0.08771929824561406,0.2,0.2
VARLION AVANT DIFUSOR CARBON BLACK,107.95,varlion,"negro, gris, azul",2,2,1,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
HEAD ZEPHYR PRO 2023,89.95,head,"negro, azul",2,2,0,0,1,1,1,2,mixta,0.32432432432432434,0.12280701754385967,0.35675675675675683,0.2
BULLPADEL VERTEX X SERIES GREY,89.95,bullpadel,"negro, plateado",3,2,0,0,2,3,1,3,mixta,0.5945945945945946,0.6023391812865498,0.5945945945945946,0.6023391812865498
BLACK CROWN PITON 4.0,197.95,black crown,"negro, rojo",1,2,1,0,2,1,1,1,hombre,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
DUNLOP GRAVITY,79.95,dunlop,"negro, azul",3,2,0,0,2,3,1,0,mixta,0.43243243243243246,0.49707602339181295,0.43243243243243246,0.49707602339181295
STAR VIE RAPTOR 2021,113.95,No data,"negro, blanco, rojo",0,4,0,0,3,1,2,0,mixta,0.08108108108108109,0.42105263157894746,0.2,0.42105263157894746
BLACK CROWN PITON 6.0 CHROME,65.95,black crown,"negro, plateado",2,4,1,0,2,1,1,0,mixta,0.16216216216216217,0.32163742690058483,0.2,0.35380116959064334
ADIDAS ADIPOWER 3.2 2023,161.5,adidas,"negro, blanco, amarillo",3,2,0,2,2,3,2,3,hombre,0.7567567567567568,0.8128654970760234,0.6054054054054054,0.8128654970760234
VIBOR-A YARARA LIQUID EDITION 2023,187.95,vibor-a,"negro, blanco, gold, rojo",2,4,0,0,2,2,2,2,hombre,0.2972972972972973,0.4269005847953218,0.38648648648648654,0.4269005847953218
ADIDAS BEACH TENNIS BT METALBONE TEAM H14 BLANCO,99.95,adidas,No data,2,0,0,0,2,0,0,0,mixta,0.08108108108108109,0.32163742690058483,0.2,0.35380116959064334
RS PRIME TEAM AMANDA GIRDO LIMITED EDITION,179.95,No data,No data,2,4,0,1,3,2,1,2,mujer,0.2972972972972973,0.4736842105263159,0.38648648648648654,0.4736842105263159
VARLION LW CARBON ALU,79.95,varlion,"blanco, gris, azul",2,2,0,0,2,1,2,0,mixta,0.24324324324324326,0.3918128654970761,0.31621621621621626,0.43099415204678376
DUNLOP GALACTICA,111.95,dunlop,"negro, amarillo, plateado",0,2,0,0,2,2,2,0,hombre,0.21621621621621623,0.304093567251462,0.2810810810810811,0.33450292397660825
VIBOR-A BLACK MAMBA ELITE 3K,184.95,vibor-a,negro,2,2,0,2,1,0,2,2,hombre,0.4864864864864865,0.33333333333333337,0.4864864864864865,0.36666666666666675
ENEBE COMBAT CARBON 21,95.95,enebe,"negro, amarillo",1,2,0,0,2,2,1,0,hombre,0.21621621621621623,0.2339181286549708,0.2810810810810811,0.304093567251462
WILSON ACCENT LT PADEL 2 AZUL,138.95,wilson,No data,2,4,0,1,1,2,2,2,hombre,0.2972972972972973,0.19298245614035092,0.38648648648648654,0.2
WINGPADEL AIR CYCLONE 4.0,80.95,wingpadel,"negro, naranja",3,2,1,0,1,3,1,0,hombre,0.43243243243243246,0.26315789473684215,0.43243243243243246,0.3421052631578948
ROYAL PADEL CROSS PRO,187.95,royal padel,"negro, rojo",2,0,1,0,2,2,0,0,mixta,0.13513513513513514,0.32163742690058483,0.2,0.35380116959064334
VARLION LW HEXAGON 8.8,70.95,varlion,"negro, rojo",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
DUNLOP ROCKET ULTRA NARANJA,39.95,dunlop,"negro, naranja",0,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
VARLION MAXIMA PRISMA RADIO,177.95,varlion,morado,0,2,0,0,3,0,2,0,mixta,0.16216216216216217,0.42105263157894746,0.2,0.42105263157894746
SOFTEE RANGER GREEN,84.0,softee,"negro, verde",0,4,1,0,1,0,2,0,mixta,0.08108108108108109,0.07017543859649124,0.2,0.2
DROP SHOT NABUCCO LTD,197.95,drop shot,"negro, azul",2,2,0,0,2,2,1,0,mixta,0.2972972972972973,0.32163742690058483,0.38648648648648654,0.35380116959064334
VARLION BOURNE ONE,39.95,varlion,"negro, verde",2,2,0,2,1,2,1,2,hombre,0.5405405405405406,0.26315789473684215,0.5405405405405406,0.3421052631578948
BULLPADEL VERTEX 04 MX 24,73.95,varlion,"negro, azul",1,4,1,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
VARLION LW CARBON TI DIFUSOR BLACK,244.95,bullpadel,No data,3,2,0,0,2,3,2,3,hombre,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
VARLION CANON CTI DIFUSOR BLACK,73.95,varlion,"negro, amarillo",3,2,2,0,2,3,2,0,mixta,0.49729729729729727,0.5672514619883041,0.49729729729729727,0.5672514619883041
BULLPADEL ELITE W MASTER FINAL 2022,169.95,bullpadel,"negro, beige, marrón",2,2,0,2,2,2,1,2,mujer,0.5405405405405406,0.49707602339181295,0.5405405405405406,0.49707602339181295
VIBOR-A KING COBRA 2019,129.95,vibor-a,"negro, rojo",3,4,0,0,2,3,2,0,mixta,0.35135135135135137,0.5672514619883041,0.38648648648648654,0.5672514619883041
VIBOR-A BLACK MAMBA XTREME 3K 2024,147.95,vibor-a,"negro, amarillo",2,2,0,2,2,3,2,2,hombre,0.5945945945945946,0.6549707602339182,0.5945945945945946,0.6549707602339182
BABOLAT AIR VERTUO 2022,125.95,babolat,"negro, azul",2,2,1,0,2,2,2,0,mixta,0.2972972972972973,0.3918128654970761,0.38648648648648654,0.43099415204678376
VIBOR-A MORTAL CARBON 2022,139.95,vibor-a,No data,2,4,1,0,2,2,1,0,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
DUNLOP INFERNO CARBON ELITE,79.95,dunlop,"negro, rojo",0,2,0,0,2,0,1,0,mixta,0.16216216216216217,0.2339181286549708,0.2,0.304093567251462
AKKERON NEXUS 2022,109.95,No data,"gris, verde",1,4,0,0,1,1,2,0,mixta,0.08108108108108109,0.07017543859649124,0.2,0.2
DROP SHOT PREMIUM 2.0 DP264018,125.95,drop shot,"negro, verde",3,2,0,2,2,2,0,2,hombre,0.6216216216216217,0.584795321637427,0.5594594594594595,0.584795321637427
DUNLOP BLITZ EVOLUTION RED,39.95,dunlop,"negro, rojo",0,4,1,0,1,1,2,0,mixta,0.08108108108108109,0.07017543859649124,0.2,0.2
VIBORA BLACK MAMBA ANIVERSARIO,169.95,vibor-a,"negro, amarillo",2,4,0,0,2,2,1,0,mixta,0.21621621621621623,0.32163742690058483,0.2810810810810811,0.35380116959064334
SIDE SPIN SS2 FIBER GLASS,53.95,No data,"negro, azul",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
BULLPADEL HACK 03 SPO,193.95,bullpadel,"negro, gold",3,2,0,0,3,3,2,0,hombre,0.43243243243243246,0.6842105263157896,0.43243243243243246,0.6842105263157896
STARVIE TRITON SPEED 2.0 2023,284.95,No data,"negro, amarillo",2,4,0,1,2,2,2,2,hombre,0.2972972972972973,0.4269005847953218,0.38648648648648654,0.4269005847953218
AKKERON NEXUS CARBON LEGACY R 20,94.95,No data,"negro, verde",0,4,0,0,2,1,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
PICKLEBALL ADIDAS PB ADIPOWER CTRL 3.2 ROJO NEGRO PB1CA0U17,229.95,adidas,"negro, rojo",2,3,0,3,2,1,0,3,mixta,0.8108108108108109,0.6374269005847953,0.6486486486486487,0.6374269005847953
RS PRIME TEAM VSQZ LIMITED EDITION 95017,179.95,No data,No data,2,4,0,2,2,2,1,2,hombre,0.4594594594594595,0.49707602339181295,0.4594594594594595,0.49707602339181295
VARLION BOURNE HEXAGON 8.8 2023,134.95,bullpadel,No data,2,2,0,3,2,3,1,2,hombre,0.6756756756756757,0.6549707602339182,0.6081081081081081,0.6549707602339182
BULLPADEL VERTEX 02 X HYBRID,77.95,varlion,"negro, naranja",2,1,0,0,2,3,1,2,hombre,0.2702702702702703,0.44444444444444453,0.35135135135135137,0.44444444444444453
STARVIE TRITON PRO 2024,215.95,No data,"negro, plateado",3,2,0,2,2,2,2,3,hombre,0.7027027027027027,0.7251461988304094,0.5621621621621622,0.7251461988304094
MYSTICA LEGACY CARBON HYBRID BLUE 2024,83.95,No data,azul,2,2,0,3,2,0,0,2,mixta,0.5675675675675675,0.5672514619883041,0.5675675675675675,0.5672514619883041
NOX MP10 GEMELAS ATOMIKAS BY MAPI SÁNCHEZ ALAYETO 2022,104.95,nox,"negro, azul",1,2,1,0,3,1,2,0,mujer,0.16216216216216217,0.42105263157894746,0.2,0.42105263157894746
WILSON ULTRA TEAM V2 PADEL 2,52.95,wilson,"negro, azul",3,2,1,0,2,3,1,0,mixta,0.43243243243243246,0.49707602339181295,0.43243243243243246,0.49707602339181295
VARLION LW DIFUSOR BLACK,99.95,wilson,"negro, azul",2,4,1,0,2,1,2,2,mixta,0.24324324324324326,0.4269005847953218,0.31621621621621626,0.4269005847953218
WILSON PRO STAFF V2 PADEL ALT 2,125.95,varlion,"negro, plateado",0,4,0,0,2,2,1,0,mixta,0.13513513513513514,0.2339181286549708,0.2,0.304093567251462
DUNLOP TITAN LT HL ORANGE,225.95,dunlop,"negro, naranja",3,2,1,0,2,1,1,0,mixta,0.32432432432432434,0.4093567251461989,0.35675675675675683,0.4093567251461989
VIDAR OF BASTAD CC ELITE X,178.95,No data,"negro, gris",0,2,0,0,2,2,2,0,mixta,0.21621621621621623,0.304093567251462,0.2810810810810811,0.33450292397660825
DROP SHOT SPEKTRO 7.0 BT,179.95,drop shot,"negro, rosa",0,3,0,0,2,0,1,1,mixta,0.32432432432432434,0.2339181286549708,0.35675675675675683,0.304093567251462
SOFTEE POTENZA EVOLUTION ROJO NEGRO,165.95,softee,"negro, plateado",0,4,0,0,2,3,1,0,mixta,0.1891891891891892,0.32163742690058483,0.2,0.35380116959064334
SOFTEE HELIX NEGRO AMARILLO,178.0,softee,"negro, amarillo",3,4,0,0,2,3,1,0,mixta,0.35135135135135137,0.49707602339181295,0.38648648648648654,0.49707602339181295
SOFTEE WINNER PRO LIMA,83.95,bullpadel,"negro, blanco, rojo",3,2,0,0,2,3,2,0,mixta,0.43243243243243246,0.5672514619883041,0.43243243243243246,0.5672514619883041
BULLPADEL VERTEX CARBON L.E. ROJO,189.95,softee,"negro, lima",0,4,0,0,2,2,1,0,mixta,0.13513513513513514,0.2339181286549708,0.2,0.304093567251462
JOMA OPEN NEGRO TURQUESA,71.95,joma,"negro, azul, verde",2,4,1,1,1,2,1,2,hombre,0.2972972972972973,0.12280701754385967,0.38648648648648654,0.2
VIBOR-A REAL,64.95,vibor-a,"negro, verde",3,4,1,0,1,1,2,3,hombre,0.40540540540540543,0.35087719298245623,0.40540540540540543,0.3859649122807019
SOFTEE RUNA 3K HYBRID FUCSIA,152.95,softee,"negro, fucsia",0,4,0,0,2,0,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
NOX ULTIMATE POWER FIBER BLACK LTD,215.95,nox,"negro, gris",3,2,1,0,2,3,2,3,mixta,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
PALA BEACH TENNIS ADIDAS METALBONE CARBON H34 NEGRO,189.95,No data,negro,2,4,0,1,2,2,2,1,hombre,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
PALA BEACH TENNIS ADIDAS BT METALBONE CARBON,259.95,adidas,negro,3,4,0,3,2,2,2,3,hombre,0.7027027027027027,0.7953216374269007,0.5621621621621622,0.7953216374269007
PICKLEBALL ADIDAS PB ADIPOWER CTRL TEAM PB2CA0U29,184.95,adidas,amarillo,2,0,1,0,2,0,0,1,mixta,0.08108108108108109,0.32163742690058483,0.2,0.35380116959064334
PICKLEBALL HEAD RADICAL TOUR CO 226012,144.95,head,negro,0,0,1,0,2,0,0,3,hombre,0.16216216216216217,0.33918128654970764,0.2,0.37309941520467843
BULLPADEL VERTEX 04 CMF BR 2024,181.95,bullpadel,No data,3,2,0,2,2,3,2,3,hombre,0.7567567567567568,0.8128654970760234,0.6054054054054054,0.8128654970760234
VIBOR-A KING COBRA LIQUID EDITION 2023,205.95,vibor-a,"negro, rojo",2,4,0,0,2,2,2,2,mixta,0.2972972972972973,0.4269005847953218,0.38648648648648654,0.4269005847953218
ORYGEN STRATUS XTREME,59.95,orygen,"negro, amarillo",3,4,0,0,2,2,1,0,mixta,0.2972972972972973,0.4093567251461989,0.38648648648648654,0.4093567251461989
DUNLOP RAPID CONTROL 3,110.95,No data,"negro, rosa",1,4,1,0,1,1,1,1,mixta,0.08108108108108109,0.0,0.2,0.2
STARVIE VESTA 2.0 2023,55.95,dunlop,"negro, amarillo, azul",2,4,1,0,1,1,1,0,mixta,0.16216216216216217,0.08771929824561406,0.2,0.2
PICKLEBALL HEAD EXTREME PRO 2023,109.95,head,verde,0,0,0,0,3,3,0,3,mixta,0.2702702702702703,0.5438596491228072,0.35135135135135137,0.5438596491228072
WILSON PRO STAFF LT V2,199.95,wilson,"negro, azul",1,4,0,0,2,1,2,0,mixta,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
VIBOR-A DIVA ELITE 3K 2024,184.95,vibor-a,negro,2,2,0,2,2,1,2,1,hombre,0.40540540540540543,0.5321637426900585,0.40540540540540543,0.5321637426900585
NOX AT10 GENIUS 18K BY AGUSTÍN TAPIA 23,179.95,nox,"negro, gris",2,2,0,0,2,2,2,2,mixta,0.3783783783783784,0.4269005847953218,0.4162162162162163,0.4269005847953218
PRINCE ROCKET BLACK TATTOO,149.95,prince,"negro, blanco, rojo",2,2,0,0,1,1,1,2,hombre,0.32432432432432434,0.12280701754385967,0.35675675675675683,0.2
VARLION LW ONE PALM 2023,61.95,varlion,"blanco, gold",1,4,1,0,1,1,1,1,mixta,0.08108108108108109,0.0,0.2,0.2
BULLPADEL SKY AZUL,49.95,bullpadel,"negro, azul",1,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
SIUX PEGASUS GV EDITION,148.95,siux,negro,2,2,0,2,2,0,1,2,hombre,0.4864864864864865,0.49707602339181295,0.4864864864864865,0.49707602339181295
ROYAL PADEL RP 779 WHIP POLY 2024,220.95,bullpadel,"negro, gold",2,4,0,0,1,2,2,0,mixta,0.21621621621621623,0.1578947368421053,0.2810810810810811,0.2
BULLPADEL GOLD 3.0,44.95,royal padel,No data,2,0,1,0,2,1,2,2,hombre,0.16216216216216217,0.4269005847953218,0.2,0.4269005847953218
PICKLEBALL HEAD GRAVITY TOUR 2023,170.95,head,negro,0,1,0,0,2,0,2,3,hombre,0.16216216216216217,0.4093567251461989,0.2,0.4093567251461989
PICKLEBALL HEAD EXTREME TOUR 2023,154.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
DROP SHOT CONCEPT PRO,109.95,drop shot,No data,2,4,0,0,1,2,2,0,mixta,0.21621621621621623,0.1578947368421053,0.2810810810810811,0.2
BULLPADEL VERTEX 04 W MFINAL 23,202.95,bullpadel,No data,3,2,0,2,2,3,2,3,mujer,0.7567567567567568,0.8128654970760234,0.6054054054054054,0.8128654970760234
WINGPADEL AIR CYCLONE 2.0 454076,64.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
DUNLOP ROCKET RED NH 623966,49.95,No data,No data,0,0,0,0,0,0,0,0,mixta,0.0,0.0,0.2,0.2
ENEBE COMBAT ULTRASOFT 2021,71.95,enebe,No data,1,4,0,0,2,1,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
DUNLOP RAPID POWER 3,39.95,dunlop,"negro, naranja",2,4,1,0,1,0,1,0,mixta,0.16216216216216217,0.08771929824561406,0.2,0.2
ENEBE RESPONSE 22,173.95,enebe,"negro, gold, rojo",0,4,0,0,2,0,1,0,mixta,0.08108108108108109,0.2339181286549708,0.2,0.304093567251462
VARLION BOURNE CARBON TI,65.95,varlion,"negro, naranja, azul",0,4,2,0,2,3,2,0,mixta,0.25405405405405407,0.3918128654970761,0.3302702702702703,0.43099415204678376
DUNLOP BLITZ EVOLUTION,49.95,dunlop,"negro, lima",0,4,1,0,1,1,1,0,mixta,0.08108108108108109,0.0,0.2,0.2
BLACK CROWN PITON AIR PLUS 2022,115.95,bullpadel,"negro, rosa",0,4,1,0,1,3,1,0,mixta,0.1891891891891892,0.08771929824561406,0.2,0.2
BULLPADEL SKY POWER CORAL,119.95,black crown,"negro, rojo",2,4,1,0,2,1,2,0,mixta,0.16216216216216217,0.3918128654970761,0.2,0.43099415204678376
WILSON CARBON FORCE PRO PADEL CARBON NEGRO VERDE,224.95,wilson,"negro, verde",0,1,0,0,2,2,2,0,mixta,0.05405405405405406,0.304093567251462,0.2,0.33450292397660825
VIBOR-A MORTAL FIBRA,225.95,dunlop,"negro, naranja",3,2,1,0,2,1,1,0,mixta,0.32432432432432434,0.4093567251461989,0.35675675675675683,0.4093567251461989
DUNLOP IMPACT HL YELLOW,39.95,dunlop,"negro, amarillo",2,4,1,0,1,2,1,0,mixta,0.21621621621621623,0.08771929824561406,0.2810810810810811,0.2
DROP SHOT ESSENCE 1.0,101.95,drop shot,"negro, gris",0,2,0,0,2,2,2,0,mixta,0.21621621621621623,0.304093567251462,0.2810810810810811,0.33450292397660825
DROP SHOT PREMIUM PRO 1 BT,103.95,drop shot,"negro, verde",2,3,0,0,2,0,2,2,mixta,0.4864864864864865,0.4269005847953218,0.4864864864864865,0.4269005847953218
VARLION LW CARBON 8 PRISMA PANSY MUJER,127.95,varlion,"blanco, naranja",1,4,0,0,2,1,2,0,mujer,0.08108108108108109,0.304093567251462,0.2,0.33450292397660825
BEACH TENNIS NOX ML 10 PRO CUP,109.95,nox,"blanco, gold",2,4,1,0,2,0,2,2,mixta,0.24324324324324326,0.4269005847953218,0.31621621621621626,0.4269005847953218
SOFTEE SPEED SKY POWER,121.95,softee,"negro, azul",2,4,0,0,2,2,2,0,mixta,0.21621621621621623,0.3918128654970761,0.2810810810810811,0.43099415204678376
SIUX GENESIS POWER 12K,244.95,siux,"negro, naranja",3,2,0,0,2,3,2,3,hombre,0.5945945945945946,0.6725146198830411,0.5945945945945946,0.6725146198830411
SOFTEE SWAT RED,90.0,softee,"negro, blanco, rojo",2,4,1,0,1,0,2,0,mixta,0.16216216216216217,0.1578947368421053,0.2,0.2
VARLION BOURNE ONE 2023,61.95,varlion,"negro, amarillo, gold",2,1,1,0,1,3,1,2,mixta,0.2702702702702703,0.21052631578947373,0.35135135135135137,0.27368421052631586
PALA BEACH TENNIS ADIDAS METALBONE TEAM H31 AZUL NEGRO,152.95,adidas,"negro, azul",3,2,2,2,2,2,0,3,hombre,0.7675675675675676,0.6549707602339182,0.6140540540540541,0.6549707602339182
HEAD EXTREME ONE 2023 SPECIAL PACKAGING,269.95,head,negro,3,1,0,2,2,3,2,3,mixta,0.5945945945945946,0.8128654970760234,0.5945945945945946,0.8128654970760234
VARLION BOURNE PRISMA RADIO S AZUL 2023,229.95,varlion,"negro, azul",2,2,0,0,2,2,2,2,mixta,0.3783783783783784,0.4269005847953218,0.4162162162162163,0.4269005847953218
